商品编码	商品名称	商品简称	品牌	品牌编码	分类	年份	季节	重量	生产方式	主题	厂家货号	供应商	外部编码	备注	规格编码	规格名称	自定义编码	长	宽	高	公司名称	市场价	实际售价	财务成本	采购价	销售价	经销价	箱规	自定义属性1	自定义属性2	自定义属性3	自定义属性4	自定义属性5	自定义属性6	自定义属性7	自定义属性8	自定义属性9	自定义属性10	自定义属性11	自定义属性12	自定义属性13	自定义属性14	自定义属性15	自定义属性16	自定义属性17	自定义属性18	自定义属性19	自定义属性20
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002006	Gracia黑洞彩色甲油胶 8mlTBH-006	4.56037E+12								62.3				4.56037E+12	TBH-006																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002007	Gracia黑洞彩色甲油胶 8mlTBH-007	4.56037E+12								62.3				4.56037E+12	TBH-007																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002008	Gracia黑洞彩色甲油胶 8mlTBH-008	4.56037E+12								62.3				4.56037E+12	TBH-008																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002009	Gracia黑洞彩色甲油胶 8mlTBH-009	4.56037E+12								62.3				4.56037E+12	TBH-009																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002010	Gracia黑洞彩色甲油胶 8mlTBH-010	4.56037E+12								62.3				4.56037E+12	TBH-010																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002011	Gracia黑洞彩色甲油胶 8mlTBH-011	4.56037E+12								62.3				4.56037E+12	TBH-011																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002012	Gracia黑洞彩色甲油胶 8mlTBH-012	4.56037E+12								62.3				4.56037E+12	TBH-012																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002013	Gracia黑洞彩色甲油胶 8mlTBH-013	4.56037E+12								62.3				4.56037E+12	TBH-013																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002014	Gracia黑洞彩色甲油胶 8mlTBH-014	4.56037E+12								62.3				4.56037E+12	TBH-014																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002015	Gracia黑洞彩色甲油胶 8mlTBH-015	4.56037E+12								62.3				4.56037E+12	TBH-015																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002016	Gracia黑洞彩色甲油胶 8mlTBH-016	4.56037E+12								62.3				4.56037E+12	TBH-016																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002017	Gracia黑洞彩色甲油胶 8mlTBH-017	4.56037E+12								62.3				4.56037E+12	TBH-017																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002018	Gracia黑洞彩色甲油胶 8mlTBH-018	4.56037E+12								62.3				4.56037E+12	TBH-018																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002019	Gracia黑洞彩色甲油胶 8mlTBH-019	4.56037E+12								62.3				4.56037E+12	TBH-019																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002020	Gracia黑洞彩色甲油胶 8mlTBH-020	4.56037E+12								62.3				4.56037E+12	TBH-020																		
GCA01002	Gracia黑洞彩色甲油胶 8ml	黑洞彩胶 8ml	Gracia	GCA								北京悦燃时代贸易有限公司			GCA01002021	Gracia黑洞彩色甲油胶 8mlTBH-021	4.56037E+12								62.3				4.56037E+12	TBH-021																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶001	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001001	Gelartist 15g 甲油胶 100色可选 001	GEL001001								5				GEL001001	1																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶002	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001002	Gelartist 15g 甲油胶 100色可选 002	GEL001002								5				GEL001002	2																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶003	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001003	Gelartist 15g 甲油胶 100色可选 003	GEL001003								5				GEL001003	3																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶004	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001004	Gelartist 15g 甲油胶 100色可选 004	GEL001004								5				GEL001004	4																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶005	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001005	Gelartist 15g 甲油胶 100色可选 005	GEL001005								5				GEL001005	5																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶006	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001006	Gelartist 15g 甲油胶 100色可选 006	GEL001006								5				GEL001006	6																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶007	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001007	Gelartist 15g 甲油胶 100色可选 007	GEL001007								5				GEL001007	7																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶008	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001008	Gelartist 15g 甲油胶 100色可选 008	GEL001008								5				GEL001008	8																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶009	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001009	Gelartist 15g 甲油胶 100色可选 009	GEL001009								5				GEL001009	9																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶010	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001010	Gelartist 15g 甲油胶 100色可选 010	GEL001010								5				GEL001010	10																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶011	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001011	Gelartist 15g 甲油胶 100色可选 011	GEL001011								5				GEL001011	11																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶012	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001012	Gelartist 15g 甲油胶 100色可选 012	GEL001012								5				GEL001012	12																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶013	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001013	Gelartist 15g 甲油胶 100色可选 013	GEL001013								5				GEL001013	13																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶014	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001014	Gelartist 15g 甲油胶 100色可选 014	GEL001014								5				GEL001014	14																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶015	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001015	Gelartist 15g 甲油胶 100色可选 015	GEL001015								5				GEL001015	15																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶016	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001016	Gelartist 15g 甲油胶 100色可选 016	GEL001016								5				GEL001016	16																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶017	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001017	Gelartist 15g 甲油胶 100色可选 017	GEL001017								5				GEL001017	17																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶018	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001018	Gelartist 15g 甲油胶 100色可选 018	GEL001018								5				GEL001018	18																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶019	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001019	Gelartist 15g 甲油胶 100色可选 019	GEL001019								5				GEL001019	19																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶020	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001020	Gelartist 15g 甲油胶 100色可选 020	GEL001020								5				GEL001020	20																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶021	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001021	Gelartist 15g 甲油胶 100色可选 021	GEL001021								5				GEL001021	21																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶022	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001022	Gelartist 15g 甲油胶 100色可选 022	GEL001022								5				GEL001022	22																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶023	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001023	Gelartist 15g 甲油胶 100色可选 023	GEL001023								5				GEL001023	23																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶024	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001024	Gelartist 15g 甲油胶 100色可选 024	GEL001024								5				GEL001024	24																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶025	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001025	Gelartist 15g 甲油胶 100色可选 025	GEL001025								5				GEL001025	25																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶026	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001026	Gelartist 15g 甲油胶 100色可选 026	GEL001026								5				GEL001026	26																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶027	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001027	Gelartist 15g 甲油胶 100色可选 027	GEL001027								5				GEL001027	27																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶028	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001028	Gelartist 15g 甲油胶 100色可选 028	GEL001028								5				GEL001028	28																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶029	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001029	Gelartist 15g 甲油胶 100色可选 029	GEL001029								5				GEL001029	29																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶030	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001030	Gelartist 15g 甲油胶 100色可选 030	GEL001030								5				GEL001030	30																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶031	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001031	Gelartist 15g 甲油胶 100色可选 031	GEL001031								5				GEL001031	31																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶032	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001032	Gelartist 15g 甲油胶 100色可选 032	GEL001032								5				GEL001032	32																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶033	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001033	Gelartist 15g 甲油胶 100色可选 033	GEL001033								5				GEL001033	33																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶034	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001034	Gelartist 15g 甲油胶 100色可选 034	GEL001034								5				GEL001034	34																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶035	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001035	Gelartist 15g 甲油胶 100色可选 035	GEL001035								5				GEL001035	35																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶036	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001036	Gelartist 15g 甲油胶 100色可选 036	GEL001036								5				GEL001036	36																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶037	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001037	Gelartist 15g 甲油胶 100色可选 037	GEL001037								5				GEL001037	37																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶038	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001038	Gelartist 15g 甲油胶 100色可选 038	GEL001038								5				GEL001038	38																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶039	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001039	Gelartist 15g 甲油胶 100色可选 039	GEL001039								5				GEL001039	39																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶040	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001040	Gelartist 15g 甲油胶 100色可选 040	GEL001040								5				GEL001040	40																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶041	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001041	Gelartist 15g 甲油胶 100色可选 041	GEL001041								5				GEL001041	41																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶042	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001042	Gelartist 15g 甲油胶 100色可选 042	GEL001042								5				GEL001042	42																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶043	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001043	Gelartist 15g 甲油胶 100色可选 043	GEL001043								5				GEL001043	43																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶044	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001044	Gelartist 15g 甲油胶 100色可选 044	GEL001044								5				GEL001044	44																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶045	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001045	Gelartist 15g 甲油胶 100色可选 045	GEL001045								5				GEL001045	45																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶046	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001046	Gelartist 15g 甲油胶 100色可选 046	GEL001046								5				GEL001046	46																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶047	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001047	Gelartist 15g 甲油胶 100色可选 047	GEL001047								5				GEL001047	47																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶048	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001048	Gelartist 15g 甲油胶 100色可选 048	GEL001048								5				GEL001048	48																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶049	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001049	Gelartist 15g 甲油胶 100色可选 049	GEL001049								5				GEL001049	49																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶050	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001050	Gelartist 15g 甲油胶 100色可选 050	GEL001050								5				GEL001050	50																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶051	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001051	Gelartist 15g 甲油胶 100色可选 051	GEL001051								5				GEL001051	51																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶052	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001052	Gelartist 15g 甲油胶 100色可选 052	GEL001052								5				GEL001052	52																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶053	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001053	Gelartist 15g 甲油胶 100色可选 053	GEL001053								5				GEL001053	53																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶054	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001054	Gelartist 15g 甲油胶 100色可选 054	GEL001054								5				GEL001054	54																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶055	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001055	Gelartist 15g 甲油胶 100色可选 055	GEL001055								5				GEL001055	55																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶056	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001056	Gelartist 15g 甲油胶 100色可选 056	GEL001056								5				GEL001056	56																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶057	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001057	Gelartist 15g 甲油胶 100色可选 057	GEL001057								5				GEL001057	57																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶058	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001058	Gelartist 15g 甲油胶 100色可选 058	GEL001058								5				GEL001058	58																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶059	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001059	Gelartist 15g 甲油胶 100色可选 059	GEL001059								5				GEL001059	59																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶060	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001060	Gelartist 15g 甲油胶 100色可选 060	GEL001060								5				GEL001060	60																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶061	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001061	Gelartist 15g 甲油胶 100色可选 061	GEL001061								5				GEL001061	61																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶062	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001062	Gelartist 15g 甲油胶 100色可选 062	GEL001062								5				GEL001062	62																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶063	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001063	Gelartist 15g 甲油胶 100色可选 063	GEL001063								5				GEL001063	63																		
GEL01001	Gelartist 15g 甲油胶 100色可选	甲油胶064	Gelartist	GEL	其他特色胶							广州逦美化妆品有限公司			GEL01001064	Gelartist 15g 甲油胶 100色可选 064	GEL001064								5				GEL001064	64																		
